age,workclass,education-num,marital-status,occupation,race,sex,hours-per-week,income
31,Private,9,Never-married,Craft-repair,White,Male,50,>50K
53,Private,3,Married-civ-spouse,Craft-repair,Other,Male,40,>50K
44,Private,5,Never-married,Machine-op-inspct,White,Male,40,<=50K
36,Private,13,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,55,>50K
36,Private,9,Never-married,Sales,White,Female,40,<=50K
37,Private,5,Married-civ-spouse,Machine-op-inspct,White,Male,50,>50K
63,?,13,Married-civ-spouse,?,White,Male,54,>50K
67,Self-emp-inc,9,Married-civ-spouse,Prof-specialty,White,Female,30,>50K
29,Private,13,Never-married,Sales,Black,Male,40,<=50K
52,Private,9,Divorced,Sales,White,Male,40,<=50K
37,Private,9,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
21,Private,10,Never-married,Other-service,White,Female,40,<=50K
36,Private,10,Divorced,Exec-managerial,Black,Female,38,<=50K
24,Private,9,Never-married,Machine-op-inspct,Black,Female,30,<=50K
31,Private,9,Never-married,Exec-managerial,Black,Male,40,<=50K
54,Federal-gov,9,Widowed,Adm-clerical,White,Female,35,<=50K
44,Private,13,Married-civ-spouse,Tech-support,White,Male,40,<=50K
18,Private,10,Never-married,Handlers-cleaners,Other,Male,30,<=50K
41,Private,9,Married-civ-spouse,Transport-moving,White,Female,40,<=50K
37,Self-emp-inc,14,Divorced,Exec-managerial,White,Female,70,<=50K
30,Private,9,Never-married,Other-service,Black,Male,40,<=50K
26,State-gov,13,Never-married,Prof-specialty,Asian-Pac-Islander,Male,20,<=50K
68,Self-emp-not-inc,16,Married-civ-spouse,Prof-specialty,White,Male,50,<=50K
31,Private,10,Married-civ-spouse,Sales,White,Male,40,<=50K
48,Private,9,Divorced,Craft-repair,White,Male,40,<=50K
80,?,9,Married-civ-spouse,?,White,Male,8,<=50K
26,Private,10,Married-civ-spouse,Machine-op-inspct,Black,Male,40,<=50K
63,Private,5,Married-civ-spouse,Transport-moving,White,Male,40,<=50K
19,Private,10,Never-married,Machine-op-inspct,White,Male,20,<=50K
30,?,10,Never-married,?,White,Female,30,<=50K
42,Self-emp-inc,9,Married-civ-spouse,Sales,White,Male,60,<=50K
64,Federal-gov,12,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,40,>50K
32,Private,13,Never-married,Transport-moving,White,Male,40,<=50K
50,Private,9,Married-civ-spouse,Craft-repair,White,Male,47,<=50K
73,Private,9,Married-civ-spouse,Farming-fishing,Asian-Pac-Islander,Male,40,<=50K
32,Private,13,Never-married,Prof-specialty,Black,Female,40,<=50K
53,Private,10,Married-civ-spouse,Transport-moving,White,Male,45,>50K
58,Private,13,Divorced,Sales,White,Male,40,<=50K
37,Local-gov,10,Married-civ-spouse,Craft-repair,White,Male,40,>50K
24,Private,10,Never-married,Craft-repair,White,Male,15,<=50K
53,Private,13,Married-civ-spouse,Exec-managerial,White,Male,50,>50K
23,Private,10,Never-married,Exec-managerial,Other,Female,40,<=50K
42,?,12,Never-married,?,White,Female,40,<=50K
30,Private,9,Married-civ-spouse,Exec-managerial,White,Female,40,<=50K
38,Private,13,Never-married,Other-service,White,Female,35,<=50K
28,Private,9,Never-married,Craft-repair,White,Male,40,<=50K
19,Private,8,Never-married,Other-service,White,Female,20,<=50K
45,Private,9,Married-civ-spouse,Machine-op-inspct,Black,Male,40,<=50K
26,Private,13,Never-married,Adm-clerical,White,Male,40,<=50K
33,Private,5,Never-married,Sales,White,Female,40,<=50K
29,Private,9,Never-married,Farming-fishing,White,Male,50,<=50K
54,Private,14,Married-civ-spouse,Exec-managerial,White,Female,55,>50K
23,Private,10,Never-married,Exec-managerial,White,Female,50,<=50K
43,Self-emp-inc,9,Married-civ-spouse,Sales,White,Male,55,>50K
37,Private,5,Never-married,Priv-house-serv,White,Female,30,<=50K
31,Private,4,Married-civ-spouse,Other-service,White,Male,40,<=50K
56,Self-emp-inc,8,Married-civ-spouse,Exec-managerial,White,Male,40,<=50K
25,Private,7,Never-married,Craft-repair,White,Male,40,<=50K
17,Private,7,Never-married,Other-service,Black,Female,25,<=50K
37,Private,9,Widowed,Adm-clerical,White,Female,68,<=50K
60,Private,11,Married-civ-spouse,Tech-support,White,Male,40,<=50K
59,Federal-gov,13,Married-spouse-absent,Exec-managerial,White,Female,40,<=50K
59,Federal-gov,9,Married-civ-spouse,Craft-repair,White,Male,40,>50K
46,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,White,Male,40,>50K
28,?,9,Married-civ-spouse,?,White,Male,16,<=50K
33,?,9,Never-married,?,White,Male,40,<=50K
24,Private,9,Never-married,Craft-repair,White,Male,50,<=50K
29,Private,9,Married-civ-spouse,Other-service,White,Female,40,>50K
33,Self-emp-not-inc,11,Divorced,Other-service,White,Female,99,<=50K
29,?,9,Married-civ-spouse,?,White,Male,40,<=50K
23,State-gov,10,Never-married,Protective-serv,White,Male,40,<=50K
20,Private,10,Never-married,Adm-clerical,White,Male,25,<=50K
60,Private,9,Widowed,Other-service,White,Female,44,<=50K
44,Private,6,Never-married,Sales,Other,Female,35,<=50K
18,Private,9,Never-married,Transport-moving,White,Male,25,<=50K
52,Federal-gov,8,Never-married,Other-service,Black,Female,40,<=50K
31,Private,9,Divorced,Craft-repair,White,Male,45,<=50K
30,Private,13,Widowed,Prof-specialty,White,Female,55,>50K
33,Private,9,Married-civ-spouse,Handlers-cleaners,White,Male,40,<=50K
20,Private,10,Never-married,Other-service,White,Female,32,<=50K
27,?,13,Married-civ-spouse,?,Black,Female,35,>50K
33,Private,11,Separated,Adm-clerical,Black,Female,50,<=50K
25,Private,9,Never-married,Other-service,Black,Female,35,<=50K
63,Private,9,Separated,Craft-repair,White,Female,20,<=50K
63,Self-emp-not-inc,10,Widowed,Exec-managerial,White,Male,35,<=50K
43,Private,9,Separated,Sales,White,Female,30,<=50K
58,Private,7,Widowed,Machine-op-inspct,White,Female,40,<=50K
70,?,11,Widowed,?,White,Female,35,<=50K
35,Private,11,Never-married,Adm-clerical,White,Female,40,>50K
42,Private,10,Married-civ-spouse,Exec-managerial,White,Male,55,>50K
20,Local-gov,10,Never-married,Protective-serv,White,Male,25,<=50K
35,Private,9,Divorced,Craft-repair,White,Male,40,<=50K
62,Private,5,Married-civ-spouse,Exec-managerial,White,Male,40,<=50K
41,Private,9,Divorced,Craft-repair,White,Female,50,<=50K
43,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,White,Female,35,<=50K
19,Private,8,Never-married,Machine-op-inspct,White,Male,40,<=50K
46,Private,9,Never-married,Adm-clerical,White,Female,40,<=50K
47,Private,13,Married-civ-spouse,Prof-specialty,White,Male,50,>50K
36,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,White,Male,40,>50K
45,Private,12,Never-married,Adm-clerical,Black,Female,40,<=50K
48,Private,6,Married-civ-spouse,Craft-repair,White,Male,30,<=50K
29,Private,12,Never-married,Adm-clerical,Asian-Pac-Islander,Female,40,<=50K
48,State-gov,13,Married-civ-spouse,Exec-managerial,White,Male,40,>50K
36,Private,9,Divorced,Sales,Black,Female,25,<=50K
58,Private,7,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
43,Private,9,Never-married,Adm-clerical,Black,Female,40,<=50K
59,Private,13,Married-civ-spouse,Craft-repair,White,Male,4,<=50K
42,Private,13,Married-civ-spouse,Exec-managerial,White,Male,40,<=50K
33,Federal-gov,11,Married-civ-spouse,Tech-support,White,Male,40,>50K
23,Federal-gov,10,Never-married,Armed-Forces,White,Male,40,<=50K
21,Private,10,Never-married,Handlers-cleaners,White,Male,25,<=50K
48,Private,3,Divorced,Machine-op-inspct,Other,Female,40,<=50K
32,Local-gov,9,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
31,Private,10,Married-civ-spouse,Adm-clerical,White,Male,50,>50K
66,Local-gov,14,Widowed,Prof-specialty,White,Female,40,<=50K
23,Local-gov,13,Never-married,Adm-clerical,White,Male,32,<=50K
52,Private,10,Married-civ-spouse,Adm-clerical,White,Female,35,>50K
17,Private,7,Never-married,Handlers-cleaners,White,Male,15,<=50K
35,Private,10,Married-civ-spouse,Sales,White,Male,43,>50K
39,Private,16,Married-civ-spouse,Prof-specialty,White,Male,55,>50K
21,?,10,Never-married,?,White,Female,10,<=50K
24,Private,10,Never-married,Adm-clerical,White,Female,40,<=50K
45,Private,9,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,84,>50K
25,Private,9,Never-married,Craft-repair,White,Male,50,<=50K
29,Federal-gov,13,Never-married,Prof-specialty,Black,Male,40,<=50K
56,Private,13,Married-civ-spouse,Adm-clerical,White,Male,44,>50K
34,Self-emp-not-inc,9,Divorced,Farming-fishing,White,Male,40,<=50K
64,Local-gov,9,Divorced,Craft-repair,White,Male,40,>50K
27,Private,9,Married-civ-spouse,Adm-clerical,White,Male,39,<=50K
47,Private,9,Divorced,Machine-op-inspct,White,Male,40,<=50K
36,Private,13,Married-civ-spouse,Tech-support,White,Male,42,>50K
44,Federal-gov,9,Divorced,Machine-op-inspct,White,Male,40,<=50K
31,Private,9,Never-married,Farming-fishing,Black,Female,60,<=50K
23,Private,9,Married-civ-spouse,Adm-clerical,White,Female,35,<=50K
45,Local-gov,10,Married-civ-spouse,Prof-specialty,White,Male,50,>50K
31,Local-gov,9,Never-married,Machine-op-inspct,White,Male,64,<=50K
45,Private,6,Married-civ-spouse,Craft-repair,White,Male,60,<=50K
42,Private,9,Never-married,Adm-clerical,Black,Female,35,<=50K
33,Private,12,Married-civ-spouse,Prof-specialty,White,Male,40,>50K
33,Local-gov,14,Married-civ-spouse,Prof-specialty,White,Female,40,<=50K
30,Self-emp-not-inc,10,Married-civ-spouse,Adm-clerical,White,Female,20,>50K
25,Private,10,Never-married,Machine-op-inspct,White,Male,42,<=50K
33,Private,14,Never-married,Exec-managerial,White,Female,32,<=50K
70,Self-emp-not-inc,14,Married-civ-spouse,Exec-managerial,White,Male,8,>50K
22,Private,5,Never-married,Transport-moving,White,Male,40,<=50K
30,Private,13,Married-civ-spouse,Sales,White,Male,40,>50K
46,Private,12,Married-civ-spouse,Exec-managerial,White,Male,50,>50K
43,Self-emp-not-inc,8,Married-civ-spouse,Transport-moving,White,Male,60,<=50K
37,Private,4,Never-married,Machine-op-inspct,White,Female,25,<=50K
59,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,White,Male,60,>50K
51,Self-emp-not-inc,9,Never-married,Farming-fishing,White,Male,45,<=50K
47,Private,13,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,65,<=50K
36,Private,10,Married-civ-spouse,Exec-managerial,White,Male,60,<=50K
73,Local-gov,3,Married-civ-spouse,Prof-specialty,White,Male,6,<=50K
32,Local-gov,14,Never-married,Prof-specialty,White,Female,40,<=50K
34,Private,9,Married-civ-spouse,Sales,White,Male,50,<=50K
51,Local-gov,9,Married-civ-spouse,Transport-moving,Amer-Indian-Eskimo,Male,40,<=50K
20,Private,9,Never-married,Machine-op-inspct,White,Female,45,<=50K
57,Private,10,Married-civ-spouse,Other-service,Other,Male,40,<=50K
19,Private,10,Never-married,Other-service,White,Male,20,<=50K
45,Private,8,Married-civ-spouse,Sales,White,Male,40,>50K
55,Private,6,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
60,Private,10,Married-civ-spouse,Craft-repair,Amer-Indian-Eskimo,Male,40,<=50K
19,Private,9,Never-married,Farming-fishing,White,Male,40,<=50K
35,Private,9,Married-civ-spouse,Tech-support,White,Male,40,<=50K
20,Private,9,Never-married,Machine-op-inspct,White,Female,30,<=50K
34,Local-gov,13,Never-married,Prof-specialty,Black,Male,15,<=50K
26,Private,15,Married-civ-spouse,Prof-specialty,White,Male,40,>50K
73,Federal-gov,10,Widowed,Tech-support,White,Female,40,<=50K
27,Private,14,Married-civ-spouse,Prof-specialty,White,Male,55,<=50K
37,Self-emp-not-inc,11,Never-married,Farming-fishing,White,Male,84,<=50K
73,Self-emp-not-inc,9,Married-civ-spouse,Sales,White,Male,40,<=50K
46,Federal-gov,11,Married-civ-spouse,Tech-support,White,Male,40,>50K
36,Local-gov,9,Never-married,Adm-clerical,White,Male,40,<=50K
54,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,White,Male,60,>50K
49,Private,7,Married-civ-spouse,Other-service,White,Male,50,<=50K
68,Local-gov,9,Married-civ-spouse,Farming-fishing,White,Male,40,<=50K
34,Private,13,Never-married,Exec-managerial,White,Male,50,<=50K
30,Private,11,Never-married,Prof-specialty,Black,Male,40,<=50K
28,Private,13,Never-married,Sales,White,Male,50,<=50K
28,Private,7,Married-civ-spouse,Exec-managerial,White,Male,50,>50K
25,Local-gov,10,Married-civ-spouse,Other-service,White,Male,40,<=50K
26,Private,10,Never-married,Machine-op-inspct,Asian-Pac-Islander,Male,40,<=50K
40,Private,10,Married-civ-spouse,Tech-support,White,Male,55,>50K
32,Local-gov,9,Divorced,Adm-clerical,White,Female,40,<=50K
60,?,7,Married-spouse-absent,?,Black,Female,20,<=50K
18,Private,8,Never-married,Priv-house-serv,White,Female,30,<=50K
36,Private,13,Married-civ-spouse,Prof-specialty,Black,Male,40,<=50K
26,Private,13,Never-married,Prof-specialty,White,Female,40,<=50K
24,Private,9,Never-married,Prof-specialty,White,Female,45,<=50K
90,Local-gov,9,Married-civ-spouse,Other-service,White,Male,40,<=50K
20,Private,10,Never-married,Adm-clerical,White,Female,40,<=50K
27,Private,13,Separated,Tech-support,White,Male,50,<=50K
58,Local-gov,13,Divorced,Prof-specialty,White,Female,50,<=50K
37,Private,14,Married-civ-spouse,Exec-managerial,White,Male,40,>50K
65,?,9,Widowed,?,White,Female,75,<=50K
28,Private,9,Never-married,Exec-managerial,White,Male,40,<=50K
36,Local-gov,13,Divorced,Prof-specialty,White,Female,60,<=50K
45,Local-gov,9,Married-civ-spouse,Craft-repair,White,Male,40,>50K
23,Private,9,Never-married,Sales,White,Male,48,<=50K
69,Local-gov,9,Married-civ-spouse,Exec-managerial,White,Male,35,<=50K
58,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,White,Male,40,<=50K
22,Private,9,Never-married,Adm-clerical,White,Male,20,<=50K
58,Self-emp-not-inc,13,Married-civ-spouse,Farming-fishing,White,Male,35,<=50K
53,Federal-gov,10,Married-civ-spouse,Protective-serv,White,Male,60,>50K
44,Self-emp-inc,9,Married-civ-spouse,Farming-fishing,White,Male,60,<=50K
31,Private,6,Never-married,Other-service,White,Male,40,<=50K
46,Private,13,Divorced,Machine-op-inspct,Other,Female,40,<=50K
48,Private,9,Married-civ-spouse,Other-service,White,Male,40,<=50K
46,Federal-gov,10,Separated,Adm-clerical,White,Female,40,<=50K
43,Private,5,Never-married,Machine-op-inspct,Black,Female,40,<=50K
43,Private,10,Divorced,Adm-clerical,White,Female,40,<=50K
17,Self-emp-inc,6,Never-married,Sales,White,Male,15,<=50K
20,Private,10,Never-married,Sales,White,Male,40,<=50K
22,Private,10,Never-married,Prof-specialty,White,Female,35,<=50K
19,?,10,Never-married,?,White,Male,35,<=50K
35,Private,10,Divorced,Other-service,White,Female,40,<=50K
29,Private,13,Never-married,Tech-support,White,Male,40,<=50K
18,?,10,Never-married,?,White,Female,40,<=50K
25,Private,9,Never-married,Craft-repair,White,Male,35,<=50K
54,Private,6,Married-civ-spouse,Machine-op-inspct,White,Male,40,<=50K
23,Private,10,Married-civ-spouse,Sales,White,Female,16,<=50K
36,Private,3,Separated,Priv-house-serv,Other,Female,35,<=50K
26,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,White,Male,50,<=50K
25,Local-gov,9,Never-married,Other-service,White,Male,40,<=50K
46,Private,5,Divorced,Other-service,White,Female,40,<=50K
41,Private,10,Divorced,Craft-repair,White,Female,50,<=50K
31,Private,9,Never-married,Prof-specialty,White,Male,40,<=50K
48,Federal-gov,14,Married-civ-spouse,Prof-specialty,White,Male,40,>50K
52,Self-emp-inc,14,Divorced,Exec-managerial,Black,Female,50,<=50K
22,Federal-gov,9,Never-married,Handlers-cleaners,White,Male,43,<=50K
18,Private,9,Never-married,Craft-repair,White,Male,25,<=50K
46,Private,10,Never-married,Adm-clerical,White,Female,40,<=50K
34,Local-gov,10,Never-married,Protective-serv,White,Male,40,<=50K
30,Federal-gov,9,Married-civ-spouse,Armed-Forces,Amer-Indian-Eskimo,Male,48,<=50K
31,Private,7,Never-married,Other-service,White,Male,40,<=50K
21,Private,9,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
41,Self-emp-not-inc,9,Divorced,Sales,White,Male,45,<=50K
45,State-gov,13,Married-civ-spouse,Exec-managerial,White,Male,60,>50K
30,State-gov,13,Never-married,Adm-clerical,White,Male,40,<=50K
21,Private,5,Never-married,Other-service,White,Male,35,<=50K
44,Private,10,Divorced,Sales,White,Female,46,<=50K
54,Private,7,Divorced,Craft-repair,White,Female,50,>50K
36,Private,9,Married-civ-spouse,Craft-repair,White,Male,40,>50K
50,Private,13,Never-married,Exec-managerial,White,Male,50,>50K
26,Private,13,Never-married,Prof-specialty,Black,Female,35,<=50K
47,Local-gov,15,Married-civ-spouse,Prof-specialty,White,Male,35,<=50K
36,Private,9,Never-married,Other-service,White,Male,37,<=50K
32,Self-emp-not-inc,10,Married-civ-spouse,Sales,Amer-Indian-Eskimo,Male,60,<=50K
21,Private,6,Never-married,Other-service,White,Female,35,<=50K
30,Private,9,Married-civ-spouse,Sales,White,Male,45,<=50K
34,Private,9,Never-married,Priv-house-serv,White,Female,40,<=50K
51,Private,9,Married-spouse-absent,Craft-repair,White,Male,45,<=50K
55,Self-emp-not-inc,6,Married-civ-spouse,Transport-moving,White,Male,50,<=50K
43,Private,10,Married-civ-spouse,Adm-clerical,White,Male,40,<=50K
37,Private,9,Never-married,Handlers-cleaners,Amer-Indian-Eskimo,Male,30,<=50K
28,Local-gov,10,Never-married,Exec-managerial,White,Female,40,<=50K
39,Private,10,Married-civ-spouse,Prof-specialty,White,Male,50,<=50K
35,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
59,?,14,Married-civ-spouse,?,White,Male,20,<=50K
26,Private,9,Never-married,Craft-repair,White,Male,36,<=50K
68,Private,9,Married-civ-spouse,Adm-clerical,White,Male,40,<=50K
46,Private,15,Divorced,Prof-specialty,White,Male,40,>50K
21,Private,9,Never-married,Other-service,White,Male,37,<=50K
23,Private,10,Never-married,Sales,White,Female,20,<=50K
17,Private,6,Married-civ-spouse,Sales,White,Female,30,<=50K
23,Local-gov,9,Never-married,Other-service,White,Female,40,<=50K
34,Private,9,Widowed,Adm-clerical,White,Male,15,<=50K
33,Private,12,Never-married,Prof-specialty,White,Female,40,<=50K
31,Private,12,Separated,Transport-moving,White,Male,45,<=50K
31,?,13,Married-civ-spouse,?,White,Female,30,<=50K
56,Self-emp-not-inc,9,Married-civ-spouse,Sales,White,Male,40,<=50K
21,Private,9,Never-married,Adm-clerical,White,Female,40,<=50K
45,Private,9,Divorced,Adm-clerical,Asian-Pac-Islander,Female,40,<=50K
41,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,White,Male,40,>50K
26,Private,6,Divorced,Handlers-cleaners,White,Female,30,<=50K
41,Private,7,Widowed,Other-service,White,Female,40,<=50K
46,Self-emp-inc,14,Married-civ-spouse,Exec-managerial,White,Male,55,>50K
47,State-gov,9,Divorced,Adm-clerical,Asian-Pac-Islander,Female,40,<=50K
43,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,White,Male,60,>50K
35,Private,9,Married-civ-spouse,Sales,White,Male,45,<=50K
44,Self-emp-not-inc,9,Divorced,Sales,White,Male,50,<=50K
58,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,White,Male,30,>50K
25,Private,12,Divorced,Tech-support,White,Female,25,<=50K
44,Private,11,Never-married,Craft-repair,White,Male,40,<=50K
57,Private,10,Never-married,Craft-repair,White,Male,42,<=50K
24,Private,10,Married-civ-spouse,Handlers-cleaners,White,Male,40,<=50K
38,Private,13,Never-married,Adm-clerical,White,Female,50,<=50K
33,Private,4,Divorced,Handlers-cleaners,White,Male,35,<=50K
25,Private,10,Never-married,Prof-specialty,White,Female,40,<=50K
33,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,84,>50K
50,Local-gov,10,Married-civ-spouse,Protective-serv,White,Male,52,>50K
35,Private,9,Married-civ-spouse,Sales,White,Male,50,>50K
36,Private,13,Divorced,Adm-clerical,White,Male,55,>50K
27,Private,10,Never-married,Other-service,White,Female,40,<=50K
22,Private,11,Never-married,Craft-repair,White,Male,50,<=50K
30,Private,9,Married-civ-spouse,Transport-moving,White,Male,40,<=50K
90,Private,14,Never-married,Exec-managerial,White,Female,40,<=50K
39,Private,9,Separated,Other-service,Black,Male,40,<=50K
34,State-gov,13,Never-married,Prof-specialty,White,Male,45,<=50K
39,Private,13,Married-civ-spouse,Exec-managerial,White,Male,60,>50K
19,Private,10,Never-married,Other-service,White,Female,4,<=50K
19,Private,6,Never-married,Craft-repair,White,Male,40,<=50K
29,Private,9,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
66,Self-emp-not-inc,12,Married-civ-spouse,Craft-repair,White,Male,30,<=50K
38,Private,10,Married-civ-spouse,Tech-support,White,Male,45,<=50K
44,Private,3,Married-civ-spouse,Handlers-cleaners,White,Male,40,<=50K
34,Self-emp-not-inc,4,Never-married,Craft-repair,White,Male,40,<=50K
35,State-gov,12,Widowed,Exec-managerial,White,Female,40,<=50K
29,Local-gov,13,Never-married,Prof-specialty,White,Male,40,<=50K
22,Private,9,Married-civ-spouse,Transport-moving,Black,Male,40,<=50K
33,?,10,Never-married,?,White,Male,40,<=50K
73,Private,11,Widowed,Prof-specialty,White,Male,60,>50K
35,Local-gov,10,Married-civ-spouse,Exec-managerial,White,Male,40,<=50K
41,Private,9,Never-married,Handlers-cleaners,White,Male,40,<=50K
27,Self-emp-not-inc,10,Married-civ-spouse,Other-service,White,Female,50,<=50K
25,Private,9,Never-married,Adm-clerical,White,Male,50,<=50K
47,Private,13,Divorced,Handlers-cleaners,White,Male,51,>50K
36,Private,13,Married-civ-spouse,Sales,White,Female,35,>50K
36,Private,2,Widowed,Other-service,White,Female,20,<=50K
25,Local-gov,9,Divorced,Tech-support,White,Female,40,<=50K
37,Private,7,Divorced,Transport-moving,White,Male,65,<=50K
26,Local-gov,13,Never-married,Tech-support,White,Male,40,<=50K
53,Private,10,Married-civ-spouse,Exec-managerial,White,Male,40,<=50K
36,Local-gov,14,Married-civ-spouse,Prof-specialty,White,Female,40,<=50K
30,Private,13,Never-married,Tech-support,White,Female,45,>50K
53,Local-gov,10,Divorced,Other-service,White,Female,40,<=50K
37,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,White,Male,45,<=50K
41,State-gov,9,Divorced,Craft-repair,White,Male,40,<=50K
53,Private,13,Married-civ-spouse,Handlers-cleaners,White,Male,55,<=50K
23,Private,10,Never-married,Other-service,White,Male,32,<=50K
28,Private,9,Married-civ-spouse,Farming-fishing,White,Male,50,<=50K
53,Local-gov,6,Married-civ-spouse,Other-service,White,Male,40,<=50K
32,Private,9,Married-civ-spouse,Transport-moving,White,Male,20,>50K
33,Private,13,Never-married,Adm-clerical,White,Female,50,<=50K
27,Private,9,Never-married,Sales,Black,Female,32,<=50K
52,Private,11,Married-civ-spouse,Craft-repair,White,Male,40,>50K
31,Private,10,Married-civ-spouse,Adm-clerical,White,Male,55,<=50K
27,Private,12,Never-married,Exec-managerial,White,Female,40,>50K
44,Private,9,Married-civ-spouse,Handlers-cleaners,White,Female,30,<=50K
37,Self-emp-not-inc,14,Married-civ-spouse,Prof-specialty,White,Male,40,<=50K
39,Private,9,Married-civ-spouse,Craft-repair,White,Male,60,<=50K
18,Private,8,Never-married,Sales,Black,Female,20,<=50K
42,Private,9,Married-civ-spouse,Handlers-cleaners,White,Male,40,>50K
49,Private,13,Married-civ-spouse,Craft-repair,White,Male,40,>50K
35,Private,9,Divorced,Handlers-cleaners,Black,Female,36,<=50K
43,Private,9,Married-civ-spouse,Transport-moving,Asian-Pac-Islander,Male,99,<=50K
43,Private,15,Married-civ-spouse,Prof-specialty,White,Male,60,>50K
31,Private,10,Married-civ-spouse,Craft-repair,White,Male,40,>50K
27,Private,13,Never-married,Other-service,White,Male,40,<=50K
46,Federal-gov,10,Divorced,Adm-clerical,White,Female,40,<=50K
54,Private,9,Married-civ-spouse,Sales,White,Male,44,<=50K
37,Private,10,Married-civ-spouse,Adm-clerical,Black,Male,40,>50K
53,Local-gov,10,Married-civ-spouse,Protective-serv,White,Male,40,>50K
26,Private,10,Never-married,Adm-clerical,Asian-Pac-Islander,Male,20,<=50K
59,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,White,Male,55,>50K
36,Federal-gov,10,Separated,Adm-clerical,Black,Male,40,<=50K
32,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,40,>50K
53,Local-gov,14,Married-civ-spouse,Prof-specialty,White,Male,40,>50K
26,Private,9,Never-married,Adm-clerical,Black,Female,40,<=50K
35,Private,9,Married-AF-spouse,Other-service,White,Female,40,>50K
48,Private,9,Divorced,Exec-managerial,Asian-Pac-Islander,Female,40,<=50K
30,Local-gov,10,Separated,Handlers-cleaners,Black,Male,40,<=50K
38,Private,8,Married-civ-spouse,Craft-repair,White,Male,40,>50K
58,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,White,Female,10,>50K
44,Private,9,Married-spouse-absent,Transport-moving,Other,Male,32,<=50K
30,Private,11,Separated,Prof-specialty,White,Female,40,<=50K
68,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,White,Male,10,<=50K
26,Local-gov,13,Never-married,Prof-specialty,Black,Female,40,<=50K
26,Local-gov,13,Never-married,Prof-specialty,White,Female,40,<=50K
41,Private,2,Married-civ-spouse,Machine-op-inspct,White,Male,40,<=50K
43,State-gov,13,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,40,>50K
48,Private,13,Divorced,Exec-managerial,White,Male,47,<=50K
55,Private,9,Divorced,Sales,White,Female,37,<=50K
50,Self-emp-not-inc,10,Divorced,Exec-managerial,Asian-Pac-Islander,Female,40,<=50K
41,Private,7,Married-civ-spouse,Craft-repair,White,Male,50,>50K
52,Private,9,Married-civ-spouse,Sales,White,Male,36,<=50K
24,?,9,Married-civ-spouse,?,White,Female,40,<=50K
31,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,White,Male,40,>50K
54,Local-gov,11,Married-civ-spouse,Protective-serv,White,Male,38,>50K
31,Self-emp-not-inc,14,Separated,Tech-support,White,Female,25,<=50K
31,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,White,Male,50,>50K
47,Private,9,Married-civ-spouse,Craft-repair,White,Male,40,>50K
40,Private,11,Married-civ-spouse,Prof-specialty,White,Male,40,>50K
46,State-gov,10,Divorced,Adm-clerical,White,Female,48,<=50K
45,Private,9,Divorced,Machine-op-inspct,White,Female,40,<=50K
39,Private,6,Never-married,Other-service,White,Female,25,<=50K
34,Local-gov,10,Never-married,Adm-clerical,White,Female,18,<=50K
48,?,10,Never-married,?,White,Male,60,>50K
19,?,10,Never-married,?,White,Female,20,<=50K
56,Private,10,Never-married,Adm-clerical,White,Female,40,<=50K
47,Private,9,Separated,Prof-specialty,Other,Female,40,<=50K
35,Private,10,Married-civ-spouse,Other-service,White,Female,40,>50K
25,Private,10,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
43,Local-gov,13,Separated,Prof-specialty,White,Female,40,<=50K
59,Private,13,Married-civ-spouse,Sales,White,Male,37,>50K
66,?,4,Divorced,?,White,Male,10,<=50K
63,Private,4,Married-civ-spouse,Transport-moving,White,Male,60,>50K
32,Private,10,Married-spouse-absent,Transport-moving,White,Female,37,<=50K
